value,anomaly_score,label
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,inf,1
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2062609052408576e+217,0.0,0
-2.2599720343867613e+273,0.0,0
-2.294998408843998e-159,0.0,0
-2.294998408848397e-159,0.0,0
-2.294998408852796e-159,0.0,0
-2.294998408857195e-159,0.0,0
-2.294998408863923e-159,0.0,0
-2.2949984088683207e-159,0.0,0
-2.29499840887272e-159,0.0,0
-2.3064142069457553e+231,0.0,0
-2.318864504389121e-185,0.0,0
-2.3532376860135062e-185,0.0,0
-2.417851639229269e+24,0.0,0
-2.4178516392381017e+24,0.0,0
-2.4178516392381103e+24,0.0,0
-2.417851639238114e+24,0.0,0
-2.4333972048578046e-207,0.0,0
-2.5112220898486705e+187,0.0,0
-2.51122208984867e+187,0.0,0
-2.51122208984867e+187,0.0,0
-2.5112220898487694e+187,0.0,0
-2.5112220898487783e+187,0.0,0
-2.5112220898487806e+187,0.0,0
-2.5112220898487868e+187,0.0,0
-2.5112220898487868e+187,0.0,0
-2.5112220898488683e+187,0.0,0
-2.5112220898488795e+187,0.0,0
-2.51122208984887e+187,0.0,0
-2.5112220898489673e+187,0.0,0
-2.511222089848968e+187,0.0,0
-2.51122208984897e+187,0.0,0
-2.5112220898490604e+187,0.0,0
-2.5112220898490654e+187,0.0,0
-2.511222089849066e+187,0.0,0
-2.5112220898490693e+187,0.0,0
-2.511222089849084e+187,0.0,0
-2.5112220898490913e+187,0.0,0
-2.5112220898491647e+187,0.0,0
-2.511222089849264e+187,0.0,0
-2.5112220898492656e+187,0.0,0
-2.5112220898492756e+187,0.0,0
-2.5112220898493638e+187,0.0,0
-2.5112220898493723e+187,0.0,0
-2.5112220898494623e+187,0.0,0
-2.511222089849473e+187,0.0,0
-2.5112220898495694e+187,0.0,0
-2.5112220898495782e+187,0.0,0
-2.5112220898514583e+187,0.0,0
-2.511222089851737e+187,0.0,0
-2.5112220898518483e+187,0.0,0
-2.5112220898537373e+187,0.0,0
-2.511222089853739e+187,0.0,0
-2.511222089853836e+187,0.0,0
-2.5112220898540333e+187,0.0,0
-2.5112220898546304e+187,0.0,0
-2.511222089854812e+187,0.0,0
-2.5112220898548244e+187,0.0,0
-2.5112220898554176e+187,0.0,0
-2.5112220898554183e+187,0.0,0
-2.5112669629664477e+187,0.0,0
-2.5112669629723454e+187,0.0,0
-2.5112669629723454e+187,0.0,0
-2.5112669629723454e+187,0.0,0
-2.5112669629783896e+187,0.0,0
-2.5112669629788243e+187,0.0,0
-2.5112669629795354e+187,0.0,0
-2.5112669629796154e+187,0.0,0
-2.5112669629815384e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,inf,1
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962982644e+187,0.0,0
-2.511266962985899e+187,0.0,0
-2.511266962987796e+187,0.0,0
-2.5112669629882194e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5113282803637852e+187,0.0,0
-2.5205807513596635e-192,0.0,0
-2.6339767108632465e+53,0.0,0
-2.635549485807631e-82,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.6684507470612497e+307,0.0,0
-2.723347326503215e+303,0.0,0
-2.7744828324540126e-135,0.0,0
-2.7744828324555707e-135,0.0,0
-2.774482832458074e-135,0.0,0
-2.776521383619003e+95,0.0,0
-2.9147008057956195e-43,0.0,0
-226.00198410876317,0.0,0
-3.0537536653108792e-89,0.0,0
-3.10130032290503e-265,0.0,0
-3.2251339031091205e+82,0.0,0
-3.24249267578125e-05,0.0,0
-3.307335093878597e+111,0.0,0
-3.3073350939109e+111,0.0,0
-3.307335093913319e+111,0.0,0
-3.3073350939166283e+111,0.0,0
-3.307335093921424e+111,0.0,0
-3.3073350939218353e+111,0.0,0
-3.307335093921973e+111,0.0,0
-3.3073350939480423e+111,0.0,0
-3.3073350939516244e+111,0.0,0
-3.307335093951887e+111,0.0,0
-3.307335093954084e+111,0.0,0
-3.30733509395642e+111,inf,1
-3.3073350939827644e+111,0.0,0
-3.307335093989095e+111,0.0,0
-3.307335094053303e+111,0.0,0
-3.307335094056875e+111,0.0,0
-3.3073350940880264e+111,0.0,0
-3.307335094091051e+111,0.0,0
-3.3073350941227484e+111,0.0,0
-3.307335094126865e+111,0.0,0
-3.3073350941582987e+111,0.0,0
-3.307335094158846e+111,0.0,0
-3.3073350941610413e+111,0.0,0
-3.3073350941640723e+111,0.0,0
-3.307335094193287e+111,0.0,0
-3.3073350941938416e+111,0.0,0
-3.307335094514853e+111,0.0,0
-3.307335094545315e+111,0.0,0
-3.3073350945469704e+111,0.0,0
-3.307335094581024e+111,0.0,0
-3.307335094654001e+111,0.0,0
-3.307335094724008e+111,0.0,0
-3.3073350957047133e+111,0.0,0
-3.3073350957047165e+111,0.0,0
-3.3073350957052665e+111,0.0,0
-3.3073350957406684e+111,0.0,0
-3.3073350957409444e+111,0.0,0
-3.3073350958110753e+111,0.0,0
-3.3073350959494093e+111,0.0,0
-3.307335095986053e+111,0.0,0
-3.307335096050295e+111,0.0,0
-3.307335096050295e+111,0.0,0
-3.307335096050295e+111,0.0,0
-3.307335096050295e+111,0.0,0
-3.3073350960502973e+111,0.0,0
-3.3073350960546547e+111,0.0,0
-3.3073350960560447e+111,0.0,0
-3.3073350961946607e+111,0.0,0
-3.3073350961946665e+111,0.0,0
-3.3073350962646564e+111,0.0,0
-3.30733509626588e+111,0.0,0
-3.3073350962668244e+111,0.0,0
-3.323208396502399e+111,0.0,0
-3.3232083965158745e+111,0.0,0
-3.3232083973143054e+111,0.0,0
-3.3232083991698373e+111,0.0,0
-3.3232084000350915e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084021140226e+111,0.0,0
-3.3232084024113744e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.323208402492113e+111,0.0,0
-3.3232084043147856e+111,0.0,0
-3.334400527156929e+26,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,inf,1
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.344898657397205e+111,0.0,0
-3.3541439322175735e-111,0.0,0
-3.4668530964255253e+62,0.0,0
-3.501889661959219e-164,0.0,0
-3.5018896619596125e-164,0.0,0
-3.501889661960006e-164,0.0,0
-3.501889661960399e-164,0.0,0
-3.514776401986972e+159,0.0,0
-3.5257702653611605e-279,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213168464736e-47,0.0,0
-3.763213298970825e-47,0.0,0
-3.8981256045601096e+289,0.0,0
-3.951476377605752e+261,0.0,0
-3.97621165386117e+222,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,inf,1
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.063454746911907,0.0,0
-4.140501762530602e+268,0.0,0
-4.233524829774757e-140,0.0,0
-4.2335248297869135e-140,0.0,0
-4.412521810481714e+217,0.0,0
-4.412521810481739e+217,0.0,0
-4.586149043712033e-229,0.0,0
-4.818073398645246e-240,0.0,0
-4.8226632533381747e+232,0.0,0
-4.8226632533381747e+232,0.0,0
-4.8226632533381747e+232,0.0,0
-5.030303340051945e-293,0.0,0
-5.074421681496588e+101,0.0,0
-5.11801747466952e-116,0.0,0
-5.118017474692609e-116,0.0,0
-5.11801747472723e-116,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681884988784e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,inf,1
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681896689036e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
-5.3721681912676965e+284,0.0,0
